"bbid","naam","uri","straatnaam","straat_uri","breen","kleinnr","nr1876","tekst"
"BB6828","Suikerbakkersgang",,"Egelantiersgracht","https://adamlink.nl/geo/street/egelantiersgracht/1209","nee",,,"Suikerbakkersgang - Egelantiersgracht TA: 1 (1724-09-06)"
"BB6829","Suikerbakkersgang",,"Egelantiersgracht","https://adamlink.nl/geo/street/egelantiersgracht/1209","ja","92","166","Suikerbakkersgang B: Egelantiersgracht 92   166 zie: Rookersgang"
"BB6830","Suikerbakkersgang",,"Elandsgracht","https://adamlink.nl/geo/street/elandsgracht/1231","ja","122/123","-","Suikerbakkersgang B: Elandsgracht 122/123   -   vervallen. Ook: Takkenbossengang.; Kw.: 3 (1661-1798); WV: 1 (1679); B W Kf: 2 (1696, 1710); TA: 10 (1672-1810); MNM: 1 (1798); K1805; BS: Ov 2 (1813); (L)"
"BB6831","Suikerbakkersgang",,"Heintje Hoekssteeg","https://adamlink.nl/geo/street/heintje-hoekssteeg/1708","nee",,,"Suikerbakkersgang - Heintje Hoekssteeg BS: O 1 (O13/6/117v)"
"BB6832","Suikerbakkersgang",,"Koningsstraat","https://adamlink.nl/geo/street/koningsstraat/2446","nee",,,"Suikerbakkersgang - Koningsstraat Kw.; WV; TA zie: Suikerbakkerssteeg"
"BB6833","Suikerbakkersgang","https://adamlink.nl/geo/street/suikerbakkersgang-bij-lindengracht/6075","Lindengracht","https://adamlink.nl/geo/street/lindengracht/2707","ja","76","238-244","Suikerbakkersgang B: Lindengracht 76   238-244; BWK; TA: 1 (1805); MNM: 1 (1803); BS: G 8, O 5, Ov 4/(5) (1813-1839); RN53; RN75; L; BOJ"
"BB6834",,,,,,,,"Suikerbakkersgang BR PP: 2"
"BB6835","Suikerbakkersgang","https://adamlink.nl/geo/street/suikerbakkersgang-bij-lindenstraat/6076","Lindenstraat","https://adamlink.nl/geo/street/lindenstraat/2708","ja","80","29","Suikerbakkersgang B: Lindenstraat 80   29; (BWK); Kw.: 2 (1756, 1781); TA: 1 (1761); K1805; BS: G 2, O 4 (1812-1851); RN53; BA53; RN75; L; H; Tram25; AS30; SvA35"
"BB6836","Suikerbakkersgang",,"Lijnbaansgracht","https://adamlink.nl/geo/street/lijnbaansgracht/2698","ja","346","31","Suikerbakkersgang B: Lijnbaansgracht 346   31 Thans naamloos.; BWK; TA: 3 (1756-1788); K1805; (BS: O 1); RN53; L"
"BB6837","Suikerbakkersgang",,"Marken","https://adamlink.nl/geo/street/valkenburgerstraat/4618","ja","36/37","103","Suikerbakkersgang B: Marken 36/37   103   vervallen. Op de oudste kaart van wijk 15 (ongeveer 1775): Wijdegang. Op de latere reeds Suikerbakkersgang.; BWK; WV: 1 (1702); Kw.: 11/(12) (1744-1800); TA: 8 (1743 - 1806-03-14 zie: Wijdegang, 1809); MNM: 9 (1765-1800); K1805; BS: (O 2), Ov 1 (1816); RN53; BA53; RN75; L; Tram25; AS30; SvA35"
"BB6838","Suikerbakkersgang",,"Oudezijds Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","nee",,,"Suikerbakkersgang - Oudezijds Voorburgwal Kw.; WV; BS zie: Suikerbakkerssteeg"
"BB6839","Suikerbakkersgang",,"Rozenstraat","https://adamlink.nl/geo/street/rozenstraat/3901","nee",,,"Suikerbakkersgang - Rozenstraat BS: G 2, O 2, Ov 2 (G15/8/11 - O35/2/174)"
"BB6840","Suikerbakkersgang",,"Voetboogstraat","https://adamlink.nl/geo/street/voetboogstraat/4787","ja","22","-","Suikerbakkersgang B: Voetboogstraat 22   -   vervallen. zie: Stijfselgang"
"BB6841",,,,,,,,"Suikerbakkerspoort TA zie: Suikerbakkerssteeg - Achter de Hal; MNM: 1 (1800-09-22)"
"BB6842","Suikerbakkerssteeg","https://adamlink.nl/geo/street/suikerbakkers-steeg/5415","Amstel","https://adamlink.nl/geo/street/amstel/135","ja","89/90","146-148","Suikerbakkerssteeg B: Amstel 89/90   146-148; W; BWK: B KL: 1 (1670); B A Kf: 1 (1679); B H&L Kf: 4 1694-01-28: \"op de binne Emster inde Suyckerbackers steegh\", 1694-02-04: \"op de binne Emster in de suijcker backers steegh\", 1764); WV zie: Melkmeisjessteeg; MNM: 2 (1796, 1803); BS: G 5, O 8, Ov 2 (1811-1849); krt1829; RN53; BA53; RN75; tGA; L"
"BB6843","Suikerbakkerssteeg",,"Achter de Hal","https://adamlink.nl/geo/street/sint-pietershalsteeg/4110","nee",,,"Suikerbakkerssteeg - Achter de Hal TA: 2 (1800-10-31, 1810-05-17)"
"BB6844","Suikerbakkerssteeg",,"Heintje Hoekssteeg","https://adamlink.nl/geo/street/heintje-hoekssteeg/1708","nee",,,"Suikerbakkerssteeg - Heintje Hoekssteeg K1805 zie: Oudezijds Voorburgwal"
"BB6845","Suikerbakkerssteeg","https://adamlink.nl/geo/street/suikerbakkerssteeg/5444","Koningsstraat","https://adamlink.nl/geo/street/koningsstraat/2446","ja","9/10","20-32","Suikerbakkerssteeg B: Koningsstraat 9/10   20-32; BF; WV: 6 (1631-1724); Kw.: 28 (1650-1802); B KL: 10 (1664-1673); B A Kf: 1 (1710); TA: 19 (1644-1772); MNM: 8 (1762-1801); K1805; BS: G 11, O 22/(23), Ov 6 (1812-(1836)); RN53; BA53; BR; RN75; L; Tram25; AS30; SvA35; AAA38/39"
"BB6846","Suikerbakkerssteeg",,"Lindengracht","https://adamlink.nl/geo/street/lindengracht/2707","nee",,,"Suikerbakkerssteeg - Lindengracht BS zie: Suikerbakkersgang"
"BB6847","Suikerbakkerssteeg",,"Lindenstraat","https://adamlink.nl/geo/street/lindenstraat/2708","nee",,,"Suikerbakkerssteeg - Lindenstraat BS zie: Suikerbakkersgang"
"BB6848","Suikerbakkerssteeg",,"Marken","https://adamlink.nl/geo/street/valkenburgerstraat/4618","nee",,,"Suikerbakkerssteeg - Marken Kw.; MNM zie: Suikerbakkersgang"
"BB6849","Suikerbakkerssteeg",,"Nes","https://adamlink.nl/geo/street/nes/3107","nee",,,"Suikerbakkerssteeg - Nes BS: Ov 1 (O13/1/130v)"
"BB6850",,,,,,,,"Suikerbakkerssteeg BR E"
"BB6851","Suikerbakkerssteeg",,"O. Z. Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","ja","143","24-28","Suikerbakkerssteeg B: O. Z. Voorburgwal 143   24-28 Ook, en thans enkel: Zaksteeg.; K1559; W; BWK; WV: 5 (1646-1701); Kw.: 5 (1751-1791); TA: 5 (1621-1805); MNM: 2 (1772, 1803); K1805; BS: O 4, Ov 2 (1812-1851); krt1820; krt1829; krt1842; RN53; BA53; tG; tGA; RN75; L; Tram25; AS30; SvA35"
"BB6852","Suikerbakkerssteeg",,"Rozenstraat","https://adamlink.nl/geo/street/rozenstraat/3901","nee",,,"Suikerbakkerssteeg - Rozenstraat BS zie: Suikerbakkersgang"
"BB6853",,,,,,,,"Suikerbakkers- of Sint Geertruidensteeg MNM: 1 (1807-08-10)"
"BB6854",,,,,,,,"Suikerbakkerssteeg of Sint Pieterssteeg(je) Kw."
"BB6855",,,,,,,,"Suikerbakkerssteeg, Korte BS: O 1, Ov 1 (1815, 1852)"
"BB6856",,,,,,,,"Suikerbakkerssteeg, Nauwe BS: O 19, Ov 3 (1813-1850); BR"
"BB6857",,,,,,,,"Suikerbakkerssteeg, Nieuwe BS: O 2 (1817, 1842)"
"BB6858",,,,,,,,"Suikerbakkerssteeg, Oude BS: G 1, O 1 (1813, 1818)"
"BB6859",,,,,,,,"Suikerbakkerssteeg, Wijde BR"
"BB6860",,,,,,,,"Suikerbakkerssteegje (zie ook: Amstel, Koningsstraat, Oudezijds Voorburgwal, Reguliersbreestraat) B KL: 17 (1660-1672); B H&L Kf (o.a.): 12 (1662-1667); Kw.: 2 (1746, 1802); TA: 1 (1807)"
"BB6861",,,,,,,,"Suikerbakkerssteegje of Nieuwe Straatsdwarsstraat Kw.: 1 (1655)"
"BB6862","Suikerbakkerssteegje of Sint Pietersstraatje",,"Reguliersbreestraat","https://adamlink.nl/geo/street/reguliersbreestraat/3761","nee",,,"Suikerbakkerssteegje of Sint Pietersstraatje - Reguliersbreestraat WV: 1 (1696)"
"BB6863","Suikerbakkersstraatje",,"Oudezijds Voorburgwal","https://adamlink.nl/geo/street/oudezijds-voorburgwal/3409","nee",,,"Suikerbakkersstraatje - Oudezijds Voorburgwal WV zie: Suikerbakkerssteeg"
"BB6864","Suikergang",,"Rozenstraat","https://adamlink.nl/geo/street/rozenstraat/3901","nee",,,"Suikergang - Rozenstraat BS: O 4, Ov 1 (O14/10/29 - O45/5/103v)"
"BB6865","Suikerhofje",,"Lindenstraat","https://adamlink.nl/geo/street/lindenstraat/2708","nee",,,"Suikerhofje - Lindenstraat TA: 2 (1736-11-07, 1739-11-05); K1805"
"BB6866","Suikerhuizengang","https://adamlink.nl/geo/street/suikerhuizengang/6832","Rozenstraat","https://adamlink.nl/geo/street/rozenstraat/3901","ja","170/171","29-35","Suikerhuizengang B: Rozenstraat 170/171   29-35; Kw.: 3 (1709-1768); TA: 4 (1718-1764); K1805; BS: G 3, O 15, Ov 3/(4) (1812-1852); RN53; BR; RN75; L; H; Tram25; AS30; SvA35"
"BB6867",,,,,,,,"Suikersteeg BS: 1 (G15/4/73v)"
"BB6868","Suikersteeg",,"Nieuwendijk","https://adamlink.nl/geo/street/nieuwendijk/3198","nee",,,"Suikersteeg - Nieuwendijk BS: O 1 (O18/8/139v)"
"BB6869","Suikersteeg",,"Nieuwezijds Voorburgwal Oz","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Suikersteeg - Nieuwezijds Voorburgwal Oz Kw.: 2 (1749-04-03, 1795-12-08)"
"BB6870","Suikersteeg",,"Sint Annendwarsstraat","https://adamlink.nl/geo/street/sint-annendwarsstraat/4094","nee",,,"Suikersteeg - Sint Annendwarsstraat Kw. (zie ook: Trompetterssteeg en Zuigersteeg): 1 (1784-03-31)"
"BB6871",,,,,,,,"Suikerstraat B K Kf: 1 (1602-09-19)"
"BB6872","Swabengang",,"Goudsbloemstraat","https://adamlink.nl/geo/street/goudsbloemstraat/1537","nee",,,"Swabengang - Goudsbloemstraat Kw.: 1 (1655-12-17)"
"BB6873","Gang van Coenraat Synspenning",,"Bloemstraat","https://adamlink.nl/geo/street/bloemstraat/504","nee",,,"Gang van Coenraat Synspenning - Bloemstraat TA zie: Bakkersgang (157)"
"BB6874","Sijvertsgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Sijvertsgang - Goudsbloemgracht Kw. (zie ook: Lange Sieuwertsgang): 1 (1708-12-01); TA: 1 (1708-12-01)"
"BB6875","Gemene Gang",,"Taandwarsstraat","https://adamlink.nl/geo/street/taandwarsstraat/4370","nee",,,"Taandwarsstraat - Gemene Gang Kw.: 1 (1726-05-01)"
"BB6876","Naamlooze Gang",,"Taanstraat","https://adamlink.nl/geo/street/taanstraat/4371","ja","7","-","Taanstraat B: Naamlooze Gang 7   -   vervallen."
"BB6877","Gang",,"Taanstraat","https://adamlink.nl/geo/street/taanstraat/4371","nee",,,"Taanstraat – Gang K1805"
"BB6878","Tabaksgang",,"Halvemaansteeg","https://adamlink.nl/geo/street/halvemaansteeg/1644","nee",,,"Tabaksgang – Halvemaansteeg BS zie: Tabakstamperssteeg"
"BB6879","Tabak(s)slootsteegje",,"Halvemaansteeg","https://adamlink.nl/geo/street/halvemaansteeg/1644","nee",,,"Tabak(s)slootsteegje – Halvemaansteeg TA zie: Tabakstamperssteeg"
"BB6880","Tabakstampersgang",,"Halvemaansteeg","https://adamlink.nl/geo/street/halvemaansteeg/1644","nee",,,"Tabakstampersgang – Halvemaansteeg Kw.; TA; BS; … zie: Tabakstamperssteeg"
"BB6881","Tabakstampersslopje",,"Halvemaansteeg","https://adamlink.nl/geo/street/halvemaansteeg/1644","nee",,,"Tabakstampersslopje – Halvemaansteeg TA zie: Tabakstamperssteeg"
"BB6882","Tabakstamperssteeg",,"Halvemaansteeg","https://adamlink.nl/geo/street/halvemaansteeg/1644","ja","11/12","13-15","Tabakstamperssteeg B: Halvemaansteeg 11/12   13-15 Thans naamloos.; BWK; Kw.: 6 (1732-1772); TA: 10 (1689-1792); K1805; BS: O 6, Ov 1 (1812-1844); RN53; BA53; L; Tram25; AS30; SvA35"
"BB6883","Tafelgang",,"Smallepad","https://adamlink.nl/geo/street/planciusstraat/3601","nee",,,"Tafelgang – Smallepad K1805"
"BB6884",,,,,,,,"Tafellaken(s)steeg(je) B K Kf: 6 (1602-09-24, 1606-02-22, 1608-08-15, 1608-10-10, 1609-11-05, 1615-03-16); BS: O 1 (O33/2/92v)"
"BB6885",,,,,,,,"Takke(n)boers-/boomsgang – Elandsgracht Kw.; TA zie: Suikerbakkersgang"
"BB6886","Takkenbossengang",,"Elandsgracht","https://adamlink.nl/geo/street/elandsgracht/1231","ja","122/123","-","Takkenbossengang B: Elandsgracht 122/123   -   vervallen. zie: Suikerbakkersgang"
"BB6887","Taksteeg",,,,"nee",,,"Taksteeg – Gang RN53; BA53"
"BB6888","Taksteeg",,"Klein Steegje",,"nee",,,"Taksteeg – Klein Steegje TA: 1 (1635-08-22)"
"BB6889","Slopje",,"Taksteeg","https://adamlink.nl/geo/street/taksteeg/4374","nee",,,"Taksteeg – Slopje TA: 2 (1630-01-15, 1630-01-16)"
"BB6890","Steegje",,"Taksteeg","https://adamlink.nl/geo/street/taksteeg/4374","nee",,,"Taksteeg – Steegje TA: 1 (1569-11-26)"
"BB6891","Tamboersgang",,"Bloemstraat","https://adamlink.nl/geo/street/bloemstraat/504","nee",,,"Tamboersgang – Bloemstraat B W Kf; K1805 zie: Tamboershofje"
"BB6892","Tamboersgang",,,,"ja",,,"Tamboersgang B: Vinkenstraat. Tusschen de Donkere- en de Rietveldsgang -   -   vervallen. Volgens de kaart van wijk 52. In 1796 vervallen.; BWK"
"BB6893","Tamboershofje","https://adamlink.nl/geo/street/tamboershofje/6796","Bloemstraat","https://adamlink.nl/geo/street/bloemstraat/504","ja","113","171-173","Tamboershofje B: Bloemstraat 113   171-173; B W Kf: 1 (1696); MNM: 1 (1806); K1805; BS: O 1 (1813); RN53; RN75; L; Tram25; AS30; SvA35"
"BB6894","Gang",,"Teerketelsteeg","https://adamlink.nl/geo/street/teerketelsteeg/4382","nee",,,"Teerketelsteeg – Gang WV: 2 (1658-01-16, 1671-01-21)"
"BB6895","Gang",,"Teerketelsteeg","https://adamlink.nl/geo/street/teerketelsteeg/4382","nee",,,"Teerketelsteeg – Gang K1805"
"BB6896",,,,,,,,"Teersteeg(je) B K Kf: 7 (1602-09-18 - 1609-03-07); TA: 1 (1720-11-29)"
"BB6897","Terebinthynsgang",,,,"nee",,,"Terebinthynsgang – Lauriergracht W"
"BB6898","Terpentijnsgang",,"Lauriergracht","https://adamlink.nl/geo/street/lauriergracht/2630","ja","73/74","-","Terpentijnsgang B: Lauriergracht 73/74   -   vervallen.; W; WV: 1 (1682); Kw.: 12 (1698-1798); B W Kf: 10 (1690-1693); TA: 12 (1687-1789); K1805; tGA"
"BB6899","Terpentijnsteeg",,"Lauriergracht","https://adamlink.nl/geo/street/lauriergracht/2630","nee",,,"Terpentijnsteeg - Lauriergracht TA zie: Terpentijnsgang"
"BB6900","Tesselaar(s)-/Tesselse-/Texelaarsgang",,"Binnen Brouwersstraat","https://adamlink.nl/geo/street/binnen-brouwersstraat/465","nee",,,"Tesselaar(s)-/Tesselse-/Texelaarsgang - Binnen Brouwersstraat Kw.; TA; MNM; K1805 zie: Spekslagersgang"
"BB6901","Texelschegang",,"Binnen Brouwersstraat","https://adamlink.nl/geo/street/binnen-brouwersstraat/465","ja","10","13-15","Texelschegang B: Binnen Brouwersstraat 10   13-15 zie: Spekslagersgang"
"BB6902","Texelschegang",,"Texelsche Kaai","https://adamlink.nl/geo/street/texelschekade/5793","ja","17","-","Texelschegang B: Texelsche Kaai 17   -   vervallen.; Kw.: 1 (1795); TA: 1 (1762); MNM: 1 (1761); K1805; BS: G 7, O 4, Ov 3 (1812-1824); RN53; BA53"
"BB6903","Gang",,"Texelsekade","https://adamlink.nl/geo/street/texelschekade/5793","nee",,,"Texelsekade - Gang Kw.: 2 (1721-11-08, 1750-05-13)"
"BB6904","Texelsekade",,,,"nee",,,"Texelsekade - Gangen RN53"
"BB6905","Gang",,"Tichelstraat","https://adamlink.nl/geo/street/tichelstraat/4447","nee",,,"Tichelstraat - Gang Kw.: 1 (1657-11-21)"
"BB6906","Naamlooze Gang",,"Tichelstraat","https://adamlink.nl/geo/street/tichelstraat/4447","ja","59","-","Tichelstraat B: Naamlooze Gang 59   -   vervallen."
"BB6907","Gang",,"Tichelstraat","https://adamlink.nl/geo/street/tichelstraat/4447","nee",,,"Tichelstraat - Gang K1805"
"BB6908","Tichelstraat",,,,"nee",,,"Tichelstraat - Gang RN53; BA53; RN75"
"BB6909","Tichelstraat",,,,"nee",,,"Tichelstraat - Gangen RN53"
"BB6910","Gemene Overtimmerde Gang",,"Tichelstraat","https://adamlink.nl/geo/street/tichelstraat/4447","nee",,,"Tichelstraat - Gemene Overtimmerde Gang WV: 1 (1674-02-05)"
"BB6911","Tieregang",,"Lindengracht","https://adamlink.nl/geo/street/lindengracht/2707","ja","49","-","Tieregang B: Lindengracht 49   -   vervallen. Volgens de kaart van wijk 51. In 1796 naamloos.; BWK; (K1805); (BS: O 1); (L)"
"BB6912","Timmergang",,"Looiersgracht","https://adamlink.nl/geo/street/looiersgracht/2747","ja","12","34-38","Timmergang B: Looiersgracht 12   34-38 Volgens de registers van 1853 en verv. In 1796: Timmermansgang.; BWK; TA: 19 (1702-1810); Kw.: 3 (1744-1773); B Wk: 2 (1750); MNM: 1 (1803); K1805; BS: G 10, O 24, Ov 6 (1812-1852); RN53; BA53; RN75; L; H; Tram25; AS30; SvA35"
"BB6913","Timmerlui'sgang",,"Haarlemmer Houttuinen","https://adamlink.nl/geo/street/haarlemmer-houttuinen/1625","ja","42","-","Timmerlui'sgang B: Haarlemmer Houttuinen 42   -   vervallen. zie: Eenhoornsgang; K1805"
"BB6914",,,,,,,,"Timmermansgang [Timmermanssteeg] Kw.; TA zie: Timmermanssteeg(je)"
"BB6915",,,,,,,,"Timmermansgang [Timmersgang] Kw.: 1 (1760-12-17)"
"BB6916","Timmermansgang","https://adamlink.nl/geo/street/timmermansgang/6784","Bloemgracht","https://adamlink.nl/geo/street/bloemgracht/503","ja","162","23-27","Timmermansgang B: Bloemgracht 162   23-27 Volgens de registers van 1853 en verv. In 1796 naamloos.; K1805; BS: G 4, O 19, Ov 7 (1812-1852); RN53; BA53; BR; RN75; L; H; Tram25; AS30; SvA35"
"BB6917","Timmermansgang","https://adamlink.nl/geo/street/overdekte-timmermansgang/6786","Bloemstraat","https://adamlink.nl/geo/street/bloemstraat/504","ja","33","66-72","Timmermansgang B: Bloemstraat 33   66-72 Volgens de registers van 1853 en verv. In 1796 naamloos.; K1805; BS: G 1/(3), O 10, Ov 8 (1812-1851); RN53; BA53; RN75; L; Tram25; AS30; SvA35; AAA38/39"
"BB6918","Timmermansgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Timmermansgang - Goudsbloemgracht TA: 1 (1763-06-29)"
"BB6919","Timmermansgang",,"Houtgracht","https://adamlink.nl/geo/street/houtgracht/5668","nee",,,"Timmermansgang - Houtgracht RN53; RN75 zie: Vlooienburgergracht"
"BB6920","Timmermansgang",,"Lauriergracht","https://adamlink.nl/geo/street/lauriergracht/2630","nee",,,"Timmermansgang - Lauriergracht BS: O 1 (O26/6/142v)"
"BB6921","Timmermansgang","https://adamlink.nl/geo/street/suikerbakkersgang-bij-lindenstraat/6076","Lindenstraat","https://adamlink.nl/geo/street/lindenstraat/2708","ja","82","23-25","Timmermansgang B: Lindenstraat 82   23-25 Thans naamloos.; (BWK); TA: 1 (1775); K1805; BS: G 4, O 1, Ov 1 (1817-1828); RN53?, BA53? zie Suikerbakkersgang; L; H"
"BB6922","Timmermansgang",,"1e Looiersdwarsstraat","https://adamlink.nl/geo/street/eerste-looiersdwarsstraat/1190","ja","23","-","Timmermansgang B: 1e Looiersdwarsstraat 23   -   vervallen. Ook: Wijdegang.; BWK; B W Kf (zie ook: Wijdesteeg): 1 (1695); WV: 1 (1713); Kw.: 1 (1743); TA: 3 (1683-1743); K1805"
"BB6923","Timmermansgang",,"Looiersgracht","https://adamlink.nl/geo/street/looiersgracht/2747","ja","12","34-38","Timmermansgang B: Looiersgracht 12   34-38 zie: Timmergang"
"BB6924","Timmermansgang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","ja","21","-","Timmermansgang B: Oude Looiersstraat 21   -   vervallen. zie: Drie Leliëngang.; TA: 6 (1737-1810); BA53"
"BB6925","Timmermansgang",,"Rapenburg","https://adamlink.nl/geo/street/rapenburg/3742","ja","26","-","Timmermansgang B: Rapenburg 26   -   vervallen.; BS: G 2, O 10, Ov 1 (1812-1853); RN53; BA53; (L)"
"BB6926","Timmermansgang",,"Rozenstraat","https://adamlink.nl/geo/street/rozenstraat/3901","ja","156","-","Timmermansgang B: Rozenstraat 156   -   vervallen. Ook: Witte-Rozengang.; (Kw.: 1); TA: 1 (1808); MNM: 1 (1807); K1805; BS: G 3/(4), O 2, Ov 3 (1812-1821); (L)"
"BB6927","Timmermansgang",,"Vlooienburgergr.","https://adamlink.nl/geo/street/houtgracht/5668","ja","28","40-44","Timmermansgang B: Vlooienburgergr. 28   40-44 Thans naamloos.; BS: G 15, O 56/(57), Ov 11 (1811-1851); RN53; BA53; BR; RN75; L"
"BB6928","Timmermanssteegje",,"Haarlemmerpoort",,"nee",,,"Timmermanssteegje - Haarlemmerpoort TA: 1 (1615-02-05)"
"BB6929",,,,,,,,"Timmersgang Kw. zie: Timmermansgang"
"BB6930","Tobias",,"Nieuwe Leliestraat Nz","https://adamlink.nl/geo/street/nieuwe-leliestraat/3159","nee",,,"Tobias - Nieuwe Leliestraat Nz - Gang TA: 2 (\"Een huys ende erve met een gangh ter syden ende een dwars huys achter over de plaetse daer Tobias Jn de gevel staet gestaen Jn de nieuw lelystrate aen de noortsyde ... 1631-01-24\", \"Jan Block Mr metselaar ... een Huys en Erve met een gangh ter Zyde, en een agterhuijs en Erve daar agter, Staande en Leggende in de nieuwe Lely Straat aan de noordzijde, tus=schen de princegraft en Eerste dwars Straat daar de Tobias in de geevel Staat ... 1736-05-03\")"
"BB6931","Tochtschuitengang",,"Tuinstraat","https://adamlink.nl/geo/street/tuinstraat/4527","nee",,,"Tochtschuitengang - Tuinstraat BS: Ov 1 (G16/9/18v)"
"BB6932","Toebaksteegje",,"Halvemaansteeg","https://adamlink.nl/geo/street/halvemaansteeg/1644","nee",,,"Toebaksteegje - Halvemaansteeg TA zie: Tabakstampersgang"
"BB6933",,,,,,,,"Toe Weespad B W Kf: 2 (1695-01-02, 1697-01-15)"
"BB6934",,,,,,,,"Toksteeg B H&L Kf: 1 (1664-05-15)"
"BB6935","Tollengang","https://adamlink.nl/geo/street/tollengang/6351","Goudsbloemgr.","https://adamlink.nl/geo/street/willemsstraat/5074","ja","35/36","166-174","Tollengang B: Goudsbloemgr. 35/36   166-174 zie: Sterrengang"
"BB6936","Tollengang",,,,"ja",,,"Tollengang B: Goudsbloemgr. b/d. Dubbele Sterrengang -   -   vervallen. Volgens de kaart van wijk 51. In 1796 vervallen.; BWK"
"BB6937","Tollenmakersgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Tollenmakersgang - Goudsbloemgracht BS: O 1 (O19/8/192)"
"BB6938","Tonnengang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Tonnengang - Anjeliersgracht Kw.; TA; MNM zie: Drie Aschtonnengang"
"BB6939","Tonnengang",,"Sint Pieterssteeg","https://adamlink.nl/geo/street/sint-pieterssteeg/4113","nee",,,"Tonnengang - Sint Pieterssteeg BS: O 1 (O15/3/199)"
"BB6940","Tonnengang",,"Vijzelstraat","https://adamlink.nl/geo/street/vijzelstraat/4763","nee",,,"Tonnengang - Vijzelstraat BS: Ov 1 (G15/4/182)"
"BB6941","Torensgang",,"Goudsbloemstraat","https://adamlink.nl/geo/street/goudsbloemstraat/1537","nee",,,"Torensgang - Goudsbloemstraat TA zie: Torentjesgang"
"BB6942","Torentjesgang",,"Goudsbloemstraat","https://adamlink.nl/geo/street/goudsbloemstraat/1537","ja","94","-","Torentjesgang B: Goudsbloemstraat 94   -   vervallen.; BWK; TA: 1 (1743); K1805"
"BB6943","Traaijenssteegje",,"Haarlemmerstraat","https://adamlink.nl/geo/street/haarlemmerstraat/1629","nee",,,"Traaijenssteegje - Haarlemmerstraat Kw.; TA zie: Fraaiesteegje en Vragensteegje"
"BB6944",,,,,,,,"Trapjessteeg(je) Kw.: 1 (1690-05-11); TA: 1 (1690-05-11)"
"BB6945","Gang",,"Jan (Jansz) Treeft",,"nee",,,"Jan (Jansz) Treeft - Gang Kw. zie: Greefsteeg"
"BB6946","Slopsteegje",,"Jan Jansz Treeft",,"nee",,,"Jan Jansz Treeft - Slopsteegje WV zie: Greefsteeg"
"BB6947","Steegje",,"Jan Treeft",,"nee",,,"Jan Treeft - Steegje Kw. zie: Greefsteeg"
"BB6948","Treeftenslopsteegje",,"Bakkerstraat","https://adamlink.nl/geo/street/bakkersstraat/278","nee",,,"Treeftenslopsteegje - Bakkerstraat TA: 2 (\"een huys ende erve staende inde Backstraet opde hoeck van't Treeften slopsteeghien, daer Lendenen van Zijn 't voorsz slop steeghien aen de Noordzyde en(de) een huys en(de) erve toekomende den Regenten van't Weeshuys aen(de) Zuydzyde ... 1638-05-15\", 1638-05-20)"
"BB6949",,,,,,,,"Treefte(n)steegje TA zie: Greefsteeg"
"BB6950","Treeftgang",,"Koestraat","https://adamlink.nl/geo/street/koestraat/2424","nee",,,"Treeftgang - Koestraat BS: O 1 (O41/9/11v)"
"BB6951",,,,,,,,"Treeftsteeg B H&L Kf; TA; MNM zie: Greefsteeg"
"BB6952","Dwarsslopje",,"Treeftsteeg","https://adamlink.nl/geo/street/treeftsteeg/4506","nee",,,"Treeftsteeg - Dwarsslopje TA: 1 (1753-09-05)"
"BB6953","Treeftsteeg(je)",,"Joppegat",,"nee",,,"Treeftsteeg(je) - Joppegat Kw.; TA"
"BB6954","Trekmeisjessteeg(je)",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Trekmeisjessteeg(je) - Nieuwezijds Voorburgwal TA zie: Melkmeisjessteeg"
"BB6955","Treurgang",,"Utrechtschedwarsstraat","https://adamlink.nl/geo/street/utrechtsedwarsstraat/4607","ja","76","-","Treurgang B: Utrechtschedwarsstraat 76   -   vervallen.; (K1805)"
"BB6956","Triffeltjesgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Triffeltjesgang - Anjeliersgracht Tram25; AS30; SvA35 zie: Truffeltjesgang"
"BB6957","Troffel(s)gang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Troffel(s)gang - Anjeliersgracht BS zie: Truffeltjesgang"
"BB6958","Troffelsgang",,"Egelantiersgracht","https://adamlink.nl/geo/street/egelantiersgracht/1209","nee",,,"Troffelsgang - Egelantiersgracht TA: 2 (1760-01-15, 1781-01-23)"
"BB6959","Troffel(s)gang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Troffel(s)gang - Goudsbloemgracht Kw.; K1805; BS zie: Truffelsgang"
